"All occupations","High shcool","Female","Total",201.1,886191,2452813,874317,199.4,930778,2726664,929299,200.1,1025569,2551099,885886,199.1,1097642,2822765,879960,207.6,1174719,3089067,894991,201.6,1237920,3077459,913402,199.6,1319339,3179781,878188,195.0,1380863,2948013,901495,191.3,1450433,2942187,917425
"All occupations","Jonior college","Total","Total",200.2,1226448,3384538,769851,197.2,1288937,3626742,890555,194.1,1385666,3445711,994681,194.5,1489264,3829969,1018744,203.9,1578311,4232546,1047127,195.8,1675027,4315483,1068206,194.0,1764391,4333797,1195934,187.0,1843273,4281904,1280731,184.9,1981312,4679949,1361791
"All occupations","Jonior college","Male","Total",203.4,1377148,3954451,474357,199.8,1437543,4251949,555350,197.9,1567707,4102225,617675,198.7,1689728,4655725,611686,207.5,1784523,5073269,636501,200.4,1876476,5177784,634710,197.3,1983171,5129887,712669,190.6,2097074,5407095,744171,189.0,2223649,5698424,809768
"All occupations","Jonior college","Female","Total",195.1,984530,2469655,295494,192.8,1042733,2590933,335205,187.8,1087417,2370097,377006,188.2,1188025,2589105,407058,198.4,1258667,2929362,410626,189.1,1380073,3052930,433496,189.1,1441757,3159805,483265,182.1,1491268,2721342,536560,178.8,1625826,3185938,552023
"All occupations","College and university and over","Total","Total",190.9,1789179,6389675,1374083,186.9,1893873,6587956,1550861,180.4,2035761,6186873,1819791,182.5,2208440,6793328,1832664,190.9,2347257,7333565,1863571,182.7,2505661,7618883,2086057,181.2,2635732,7714797,2221891,173.8,2806885,7185274,2359520,171.9,2950365,7201489,2507577
"All occupations","College and university and over","Male","Total",191.7,1882416,6890312,1110443,187.7,1993915,7134550,1254790,180.8,2166172,6818620,1436341,182.8,2351369,7556183,1437555,191.4,2503964,8147741,1455326,183.3,2683863,8475087,1615774,182.0,2841451,8691871,1685464,174.3,3038456,8226663,1777304,172.7,3222093,8323721,1851360
"All occupations","College and university and over","Female","Total",187.4,1396469,4281012,263640,183.8,1469884,4271417,296071,178.7,1547262,3820452,383450,181.1,1688414,4017777,395109,189.2,1788623,4431161,408245,180.4,1893404,4677181,470283,179.0,1989357,4644811,536427,172.2,2099976,4006273,582216,169.4,2183750,4035376,656216
"Senior officials and managers","Total","Total","Total",192.5,2312210,6435330,315388,191.1,2456280,6337747,304374,186.0,2641750,6634492,321292,186.3,2926734,7435230,352067,194.7,3194486,8270113,306831,188.6,3439977,9261329,330361,185.4,3816718,9942190,303605,179.2,4172365,9030101,318936,176.8,4180495,9810004,339782
"Senior officials and managers","Total","Male","Total",192.8,2339472,6602636,293752,191.1,2481177,6486720,284379,185.8,2676361,6838630,298482,186.2,2968322,7674085,327516,194.8,3244102,8549322,284670,188.5,3489373,9579570,308039,185.4,3868455,10309973,282036,179.0,4253151,9374673,293117,177.0,4275956,10296419,303568
"Senior officials and managers","Total","Female","Total",188.1,1942075,4163823,21636,191.2,2102182,4218970,19995,188.2,2188835,3963234,22810,186.6,2371943,4248840,24551,193.5,2557147,4683519,22161,189.9,2758325,4869663,22322,186.4,3140203,5133062,21569,180.6,3255223,5118256,25819,175.2,3380292,5732634,36215
"Senior officials and managers","Under middle shcool","Total","Total",195.4,1831040,4089403,10721,199.7,1885114,4358054,8436,197.5,2048681,4044348,6978,196.3,2219971,4722535,8543,195.7,1983242,3635772,5440,206.5,2478128,5752321,5172,195.7,2621037,4063115,4623,196.1,3133920,7486151,4072,188.2,3807107,7028572,3088
"Senior officials and managers","Under middle shcool","Male","Total",196.0,1812149,3981454,9689,200.0,1891252,4604113,7919,197.5,2057671,4249250,6434,196.6,2274445,4901763,8004,196.4,2056832,3839791,5002,207.6,2501309,5969663,4932,197.3,2633481,4074857,4398,196.9,3269811,7874514,3627,188.4,3864664,7449816,2816
"Senior officials and managers","Under middle shcool","Female","Total",188.9,2008395,5102886,1032,196.0,1791111,589110,517,198.2,1942361,1620926,544,192.3,1411033,2061035,539,188.1,1142840,1305865,438,185.1,2001750,1285946,240,163.8,2377804,3833600,225,188.9,2026340,4320773,445,185.5,3212183,2674474,272
"Senior officials and managers","High shcool","Total","Total",195.3,1966056,4847989,102506,194.8,2061489,4994675,96039,192.5,2206605,4905478,94276,192.2,2444790,5868520,102484,201.5,2707480,6799649,83147,195.7,2751071,7391541,87802,192.9,3064134,7581421,69943,186.7,3192057,6805806,74026,184.3,3636168,9258985,48862
"Senior officials and managers","High shcool","Male","Total",195.5,1976260,4908965,95304,194.5,2068080,4988075,89722,192.1,2233445,5052429,87874,192.2,2484424,6071229,94514,201.6,2741511,7011661,76827,195.8,2780009,7730895,80761,193.2,3089446,7866368,64775,186.9,3230085,7103909,68374,184.5,3663009,9554566,44778
"Senior officials and managers","High shcool","Female","Total",192.4,1831033,4041092,7202,199.8,1967880,5088415,6317,197.9,1838191,2888434,6402,191.8,1974782,3464647,7970,200.8,2293793,4222388,6320,194.7,2419149,3499111,7041,189.4,2746880,4009934,5168,184.4,2732029,3199564,5652,181.6,3341870,6018026,4084
"Senior officials and managers","Jonior college","Total","Total",195.7,2024389,4461067,34204,194.8,2042163,4488768,38422,191.5,2154027,4484924,29167,189.5,2436836,5551819,31909,197.1,2571436,5967190,29970,193.5,2593832,6293842,34323,189.3,3034367,7115401,29826,185.2,3214449,6765798,36433,181.6,3157417,5807313,42656
"Senior officials and managers","Jonior college","Male","Total",196.5,2081909,4800440,30908,194.9,2102390,4832445,34721,191.3,2183181,4657123,27246,189.6,2460914,5795886,29490,197.7,2639373,6340206,27017,193.3,2659435,6526468,31385,189.0,3077641,7654461,27054,185.6,3307064,7146201,32538,181.9,3232099,6109497,36612
"Senior officials and managers","Jonior college","Female","Total",188.8,1484999,1278620,3296,194.7,1477133,1264553,3701,193.7,1740528,2042576,1921,188.4,2143305,2576395,2419,192.1,1949882,2554474,2953,194.8,1893029,3808837,2938,192.1,2612021,1854319,2772,181.9,2440759,3587998,3895,179.7,2705015,3976769,6044
"Senior officials and managers","College and university and over","Total","Total",189.9,2612800,7955900,167957,187.6,2819458,7679916,161477,181.5,2952889,7911663,190871,182.4,3266528,8601173,209131,191.2,3543739,9420001,188274,184.2,3905369,10660754,203064,182.0,4225827,11330704,199213,175.0,4718813,10269982,204405,174.3,4471671,10651233,245177
"Senior officials and managers","College and university and over","Male","Total",190.3,2641564,8138974,157851,187.8,2842237,7847146,152017,181.4,2994788,8155877,176928,182.4,3307195,8845751,195508,191.3,3590410,9694641,175824,184.1,3951299,10956430,190961,181.8,4284400,11696067,185809,174.7,4806246,10611362,188578,174.5,4580574,11183189,219363
"Senior officials and managers","College and university and over","Female","Total",184.8,2163508,5096379,10106,183.8,2453398,4992611,9460,182.6,2421217,4812741,13943,183.0,2682914,5091158,13623,190.3,2884627,5541417,12450,186.0,3180695,5995571,12103,184.4,3413880,6265962,13404,178.8,3677052,6202458,15827,173.0,3546243,6130851,25814
"Professionals","Total","Total","Total",188.8,1786017,5993495,593709,185.6,1920172,6213065,678039,179.0,2052085,5703600,660146,181.2,2230152,6146140,674624,190.6,2309839,6505648,654036,181.7,2511125,7131266,725137,181.4,2672537,7442684,712592,174.5,2779380,5678389,761910,169.8,3018644,6332989,856325
"Professionals","Total","Male","Total",188.4,2026722,7034891,381661,184.9,2177725,7402865,440331,177.3,2364298,7024849,418304,179.7,2596502,7666340,415224,188.0,2695473,8026848,395710,179.0,2894480,8638890,447348,178.8,3137286,9256956,421665,172.6,3277743,7353141,442875,169.6,3468183,7674958,537893
"Professionals","Total","Female","Total",189.4,1352776,4119106,212048,187.0,1443078,4009077,237708,182.0,1512065,3418289,241842,183.5,1643732,3712741,259400,194.4,1719115,4175438,258326,186.0,1893774,4703407,277789,185.1,1998938,4813107,290927,177.2,2087568,3353548,319035,170.1,2259289,4066150,318433
"Professionals","Under middle shcool","Total","Total",186.6,1534988,5968911,5294,188.7,1624352,5302319,3375,190.3,2179198,7473956,1188,186.5,2267256,8701508,1842,198.9,1998072,5024158,2383,232.3,1846537,4166406,1196,207.9,2667633,8899939,701,143.6,1875218,2062787,1444,183.8,2788589,7965245,1306
"Professionals","Under middle shcool","Male","Total",190.3,1576608,5749863,2694,184.7,1728553,6196215,2690,191.3,2273326,7874697,1046,187.3,2493334,10481395,1453,198.7,2232518,6294927,1649,240.3,2050983,5392184,897,192.8,2866220,10098300,573,158.9,2073210,3143289,890,186.7,3144797,9628898,1042
"Professionals","Under middle shcool","Female","Total",182.7,1491864,6195880,2600,204.5,1215156,1791982,685,182.4,1485832,4522020,142,183.6,1422802,2053239,389,199.4,1471366,2169257,734,208.5,1233197,489070,299,275.5,1778648,3535398,128,119.2,1557143,326962,554,172.2,1382938,1400206,264
"Professionals","High shcool","Total","Total",192.0,1507075,4384522,45810,190.6,1710935,5185255,46843,184.5,1907123,5020869,36474,184.3,2056950,4993271,30153,199.8,1976448,4982584,38576,191.2,2004755,6281363,34623,192.6,2268921,7474505,26585,184.1,2790193,9705409,14815,182.4,2767174,8051325,31887
"Professionals","High shcool","Male","Total",192.6,1677783,5112747,33343,191.9,1919896,6255871,33253,184.3,2185915,6091708,25811,184.9,2328493,6118811,21138,196.1,2249283,6458074,24213,189.5,2260913,7817651,23023,191.6,2518496,8824310,18931,184.7,3290257,12237200,10361,183.9,2917407,8826919,27617
"Professionals","High shcool","Female","Total",190.4,1050517,2436884,12467,187.5,1199631,2565593,13590,184.9,1232274,2428781,10663,183.0,1420248,2354150,9015,206.1,1516506,2495217,14363,194.8,1496349,3232227,11600,195.0,1651633,4135970,7654,182.8,1626934,3815895,4454,172.4,1795683,3035900,4271
"Professionals","Jonior college","Total","Total",194.4,1266973,3374310,122907,191.6,1356471,3508222,146916,187.3,1345142,2701077,134340,185.8,1455131,3056190,133579,198.3,1504093,3500423,144269,192.4,1652488,3494160,141980,191.9,1736447,3768664,154659,184.7,1750549,3021372,179473,180.2,2041662,4065835,163545
"Professionals","Jonior college","Male","Total",192.8,1612427,4299019,35850,190.0,1701373,4932357,47872,187.4,1830750,4113569,38717,183.4,2132406,4323144,29928,192.8,2098486,5038981,35130,188.6,2159192,4252162,33771,185.5,2266709,5017147,37589,182.6,2270752,4580036,47109,179.7,2604683,4616145,51420
"Professionals","Jonior college","Female","Total",195.0,1124715,2993516,87057,192.4,1189766,2819880,99044,187.2,1148523,2129170,95623,186.5,1259576,2690372,103651,200.1,1312768,3005187,109139,193.6,1494350,3257595,108209,193.9,1566190,3367799,117070,185.5,1565406,2466636,132364,180.5,1783467,3813468,112126
"Professionals","College and university and over","Total","Total",186.8,1971630,6936443,419698,183.3,2114838,7145899,480905,176.3,2257162,6576616,488144,179.8,2443650,7016011,509050,187.4,2586814,7563320,468808,178.2,2767340,8134976,547338,177.7,2965592,8509971,530647,171.1,3107533,6424486,566178,166.6,3273501,6808828,659586
"Professionals","College and university and over","Male","Total",187.4,2116141,7569581,309774,183.5,2269126,7850685,356516,175.6,2436185,7410165,352730,179.1,2650829,8021109,362705,186.9,2792687,8462452,334718,177.4,2997582,9075079,389657,177.4,3259604,9715242,364572,171.1,3403566,7571029,384515,167.6,3599128,7944573,457814
"Professionals","College and university and over","Female","Total",185.0,1564386,5152212,109924,182.6,1672630,5125884,124389,178.0,1790840,4405365,135414,181.4,1930171,4524951,146345,188.6,2072909,5318890,134090,180.1,2198370,5811819,157681,178.4,2320169,5864129,166075,171.1,2480938,3997667,181663,164.4,2534666,4231862,201772
"Technicians and associated professionals","Total","Total","Total",196.4,1491265,4985715,816491,193.1,1598285,5539036,965230,188.0,1766506,5209500,1004560,188.3,1892107,5944648,1000153,197.4,2027964,6303529,1008265,189.8,2071720,6084763,912649,187.2,2166988,6086096,987710,180.6,2258455,6074941,1077677,176.9,2352969,5421694,924135
"Technicians and associated professionals","Total","Male","Total",197.0,1565672,5367426,681527,193.4,1667372,5974133,820523,188.3,1871842,5666492,832782,188.3,2011581,6545772,818340,197.5,2148562,6889794,826707,190.0,2221069,6798423,720434,187.1,2346989,6915090,755675,180.0,2471960,7079081,815522,174.9,2647161,6704711,640571
"Technicians and associated professionals","Total","Female","Total",193.5,1115536,3058190,134964,191.5,1206546,3071930,144707,186.2,1255837,2993996,171778,188.6,1354355,3238988,181813,196.9,1478832,3634023,181558,189.0,1511952,3409922,192215,187.6,1580774,3386287,232035,182.6,1594277,2951225,262155,181.5,1688392,2523367,283565
"Technicians and associated professionals","Under middle shcool","Total","Total",204.2,1452973,3939788,16022,206.3,1545926,4414008,15708,202.2,1726099,5130546,12167,205.5,1714782,4645281,10806,214.4,1802112,5581437,13842,210.6,1936949,6462363,11380,215.3,1996261,6279767,10981,196.3,2076912,5253332,13381,202.0,2062562,5211803,6268
"Technicians and associated professionals","Under middle shcool","Male","Total",204.1,1528333,4011939,13753,208.3,1590452,4773551,12778,202.0,1776587,5546266,10950,204.8,1808905,5093180,8670,214.7,1867996,5746638,11692,203.9,2075480,6696383,8781,213.3,2255805,7561198,7653,191.1,2273996,6065808,9686,200.1,2340996,6767798,3861
"Technicians and associated professionals","Under middle shcool","Female","Total",204.2,996198,3502462,2269,197.8,1351741,2846008,2930,204.1,1271825,1390094,1217,208.2,1332735,2827265,2136,212.9,1443825,4683047,2150,233.1,1468908,5671702,2599,220.0,1399416,3333017,3328,210.1,1560280,3123523,3695,205.1,1615878,2715552,2407
"Technicians and associated professionals","High shcool","Total","Total",201.1,1402159,4261204,255641,197.9,1501977,4831086,306577,196.7,1625857,4615063,299955,196.2,1750962,5520670,280668,206.4,1863688,5923971,272645,199.6,1852381,5516598,232157,197.8,1916828,5661981,242318,191.4,1933764,5364491,261378,186.5,2012772,3957103,213007
"Technicians and associated professionals","High shcool","Male","Total",201.6,1500087,4545662,201175,198.1,1587556,5240720,248544,197.2,1763975,5089098,234422,195.9,1908767,6110326,216131,206.8,2011638,6481567,213166,199.4,2036848,6257199,170690,196.9,2127876,6454128,173340,191.2,2179584,6378225,178331,184.6,2301550,4853711,132639
"Technicians and associated professionals","High shcool","Female","Total",199.0,1040452,3210535,54466,196.9,1135459,3076704,58033,194.9,1131788,2919365,65533,197.3,1222482,3545943,64537,205.3,1333453,3925609,59479,200.1,1340127,3459995,61467,199.9,1386468,3671337,68978,191.9,1405902,3187649,83047,189.6,1536172,2477338,80368
"Technicians and associated professionals","Jonior college","Total","Total",197.9,1305670,3503936,199516,195.1,1378660,4046441,229373,189.9,1538547,3676815,234308,190.3,1640289,4066857,247073,199.3,1747710,4639273,256727,192.5,1800451,4691901,212236,190.3,1876441,4436730,249179,184.5,1937233,4566612,278826,179.2,2031560,3943293,266366
"Technicians and associated professionals","Jonior college","Male","Total",198.8,1375163,3753025,163043,195.6,1444835,4366363,186939,190.8,1634243,3971932,187115,191.0,1758854,4584047,190717,199.9,1862503,5098330,202803,193.4,1930737,5258855,159988,191.1,2059388,5201238,174702,184.3,2147806,5640088,192507,177.1,2331746,5212795,158461
"Technicians and associated professionals","Jonior college","Female","Total",194.1,995020,2390450,36473,192.9,1087133,2637054,42434,186.5,1159123,2506708,47193,187.7,1239048,2316608,56356,197.0,1315984,2912804,53924,189.6,1401504,2955836,52248,188.5,1447301,2643410,74477,185.2,1467618,2172566,86319,182.2,1590730,2078999,107905
"Technicians and associated professionals","College and university and over","Total","Total",191.8,1666243,6426763,345312,187.9,1793474,6934377,413572,180.9,1976255,6384680,458130,182.1,2116863,7237935,461606,190.5,2285707,7466280,465051,183.0,2312547,7011102,456876,179.8,2444982,7140501,485232,172.8,2595918,7252696,524092,170.5,2717619,7034208,438495
"Technicians and associated professionals","College and university and over","Male","Total",192.7,1713152,6840556,303556,188.6,1835054,7312388,372262,181.6,2048680,6800025,400295,182.5,2190761,7739454,402822,190.8,2375306,8051816,399046,184.0,2428885,7689793,380975,180.7,2569309,7851067,399980,173.2,2739684,8025787,434998,169.8,2927839,8098431,345609
"Technicians and associated professionals","College and university and over","Female","Total",185.3,1325228,3418589,41756,181.9,1418773,3527957,41310,175.9,1474978,3509934,57835,179.0,1610465,3801236,58784,188.8,1744020,3926310,66005,178.2,1728605,3604504,75901,175.5,1861673,3806715,85252,170.4,1893989,3478108,89094,173.0,1935430,3074435,92885
"Clerks","Total","Total","Total",196.1,1170980,4034169,1405005,192.6,1223283,4224878,1502831,185.4,1429125,4439679,1560648,186.8,1529637,4849433,1538727,194.9,1693474,5735529,1637831,187.3,1875354,6061939,1742719,185.4,1997063,6053456,1881947,177.5,2107761,5987588,1946275,175.4,2248685,6028741,2101777
"Clerks","Total","Male","Total",198.4,1386526,5111624,723024,194.2,1440410,5217068,780126,186.9,1680205,5589558,847547,188.4,1791234,6167929,826841,196.3,1979263,7274322,909662,188.8,2164230,7476513,1029099,187.1,2316006,7487687,1105020,178.3,2472796,7636782,1121537,176.8,2668794,7746415,1185193
"Clerks","Total","Female","Total",193.6,942463,2891870,681981,190.8,988905,3153855,722705,183.7,1130707,3073005,713101,184.9,1225798,3318027,711886,193.3,1336453,3813198,728169,185.1,1458770,4022007,713620,183.0,1543431,4013556,776927,176.5,1611361,3744897,824738,173.7,1705462,3807696,916584
"Clerks","Under middle shcool","Total","Total",204.1,1167746,3735588,36235,201.7,1248341,4086053,34210,197.8,1480986,4698204,22423,196.5,1580193,5125909,20619,208.4,1632545,5871178,19914,203.1,1771986,6261445,21704,205.7,1799539,5762260,21749,190.9,1950846,5843859,22730,188.1,2030457,5492988,24423
"Clerks","Under middle shcool","Male","Total",209.8,1311292,4553551,26276,204.2,1354760,4565621,23867,198.9,1540119,4900100,18003,199.1,1673516,5925734,16026,211.7,1797390,7092265,14502,203.5,1894491,6778436,17408,207.0,1896757,6364544,17311,193.2,2130107,6748200,16550,189.4,2337299,6784427,17077
"Clerks","Under middle shcool","Female","Total",189.3,789011,1577462,9959,195.9,1002773,2979426,10343,193.5,1240135,3875866,4420,187.7,1254568,2335144,4593,199.4,1190826,2599153,5412,201.7,1275582,4166526,4296,200.5,1420326,3412970,4438,184.7,1470787,3422038,6180,185.1,1317106,2490632,7346
"Clerks","High shcool","Total","Total",197.0,1080621,3644877,718939,194.9,1121090,3821035,736184,188.9,1302929,4041631,636038,189.7,1405028,4489292,626470,197.6,1547121,5379700,639648,191.7,1679820,5640754,618001,190.7,1803616,5573174,600527,183.7,1875521,5282083,587953,180.6,2012408,5574327,670830
"Clerks","High shcool","Male","Total",201.4,1336952,4660734,287122,199.3,1377199,4667426,296998,193.8,1597526,5189940,271467,194.2,1704818,5675707,270935,201.4,1863662,6899810,290500,195.8,1980794,6900128,306811,195.7,2142741,6805292,300150,187.3,2265957,6827148,279144,184.5,2440225,7281159,328407
"Clerks","High shcool","Female","Total",194.0,910182,2969418,431817,191.9,947897,3248665,439186,185.2,1083566,3186577,364571,186.2,1176573,3585185,355535,194.4,1283750,4114929,349148,187.8,1383081,4399102,311190,185.8,1464747,4341987,300377,180.5,1522592,3885440,308809,177.0,1602103,3937365,342424
"Clerks","Jonior college","Total","Total",197.3,1065075,3092838,266988,193.4,1114188,3275555,301430,187.2,1251042,3307111,341502,188.8,1334057,3610012,343256,197.1,1450329,4197228,358193,188.6,1609399,4408861,386745,186.6,1682208,4389262,428721,178.9,1747106,4223012,452478,175.6,1884144,4710844,478025
"Clerks","Jonior college","Male","Total",200.7,1267868,4118409,121101,195.4,1304054,4080678,140549,190.1,1492556,4272069,154236,192.0,1604347,4910587,149194,199.7,1728506,5602512,160505,192.3,1909074,5816487,180055,189.7,2015802,5543270,198162,182.3,2095408,5517277,202945,177.9,2271622,6366544,213463
"Clerks","Jonior college","Female","Total",194.4,896737,2241511,145887,191.6,948316,2572184,160881,184.8,1052126,2512352,187266,186.3,1126258,2610135,194062,195.1,1224474,3056264,197688,185.4,1348342,3182629,206690,183.9,1395488,3397410,230559,176.2,1463832,3170387,249533,173.7,1571507,3374940,264562
"Clerks","College and university and over","Total","Total",192.8,1414829,5449945,382843,187.2,1472143,5589604,431007,179.9,1678673,5570709,560685,181.8,1792512,6026270,548382,190.5,1986858,6986848,620076,182.3,2190794,7311864,716269,180.4,2304483,7266803,830950,172.4,2451207,7365103,883114,171.3,2612813,7049644,928498
"Clerks","College and university and over","Male","Total",193.5,1492514,6028022,288525,188.1,1565860,6279185,318712,180.4,1813694,6392101,403841,182.5,1927359,6999362,390686,191.2,2151427,8129361,444155,183.0,2367951,8406136,524825,181.3,2517486,8521919,589397,172.6,2697549,8713770,622898,172.0,2933077,8486974,626246
"Clerks","College and university and over","Female","Total",190.6,1177183,3681569,94318,184.9,1206159,3632460,112295,178.5,1331020,3455793,156844,180.0,1458434,3615470,157696,188.7,1571365,4102296,175921,180.2,1705135,4312024,191444,178.4,1784749,4204280,241553,171.9,1861520,4136701,260216,169.8,1949246,4071594,302252
"Services workers","Total","Total","Total",200.5,1011927,2141671,164022,199.0,1053515,2027978,180210,217.8,1101971,1910355,206241,216.3,1181811,2188115,225879,219.8,1256499,2287707,220166,208.2,1332076,2259100,243961,211.7,1414546,2471951,235752,204.5,1460245,2089675,237273,198.8,1586112,2435912,192570
"Services workers","Total","Male","Total",208.9,1260919,3241975,64927,203.5,1307894,2890625,68254,220.8,1338856,2757769,76299,224.7,1439970,3099914,81415,226.6,1527737,3449412,79918,216.4,1595894,3481640,90179,209.7,1746740,3992008,80775,206.6,1771412,3410663,81424,198.7,1863241,3426705,83181
"Services workers","Total","Female","Total",195.1,848788,1420752,99095,196.2,898433,1502065,111956,216.1,962878,1412773,129942,211.6,1036321,1674256,144464,215.9,1101938,1625729,140248,203.3,1177371,1542192,153782,212.8,1241404,1679687,154977,203.4,1297674,1399519,155849,198.8,1375378,1682497,109389
"Services workers","Under middle shcool","Total","Total",205.5,958019,2024808,45143,201.5,990740,1925842,51530,224.9,1032497,1929433,47946,214.2,1047746,2297021,45844,221.9,1160390,2494816,36742,206.2,1262732,2125218,34270,224.8,1322037,2232293,38274,210.0,1402613,1930626,31195,200.1,1443333,2073249,21585
"Services workers","Under middle shcool","Male","Total",212.9,1443577,3825712,7778,201.1,1410561,3142672,8128,225.2,1568931,4445642,6132,229.3,1663114,4849107,4830,229.5,1989092,5962328,3495,215.6,1900519,5480602,5007,228.3,2095408,6178494,4397,214.4,1698460,4252922,4823,194.9,1935345,3871271,5264
"Services workers","Under middle shcool","Female","Total",204.0,856944,1649927,37365,201.6,912119,1697964,43402,224.9,953829,1560432,41814,212.4,975278,1996476,41014,221.1,1073274,2130304,33247,204.6,1153604,1551100,29263,224.4,1221659,1720103,33877,209.2,1348507,1505916,26372,201.8,1284651,1493355,16321
"Services workers","High shcool","Total","Total",198.1,1004276,1680282,91279,197.2,1053310,1695128,94366,220.3,1094594,1447517,111597,222.6,1197459,1642399,121420,222.4,1250105,1846691,124958,214.9,1316850,1727130,132253,214.0,1372831,1785249,132875,209.7,1368069,1260248,127736,202.8,1516746,1807384,106485
"Services workers","High shcool","Male","Total",209.6,1231446,2544487,41693,204.7,1307734,2491184,42040,224.8,1314408,2129950,47016,233.1,1433981,2331223,48500,231.5,1501373,3040711,48287,221.6,1585153,2990073,50868,214.5,1701710,2936925,44602,211.8,1702495,2489749,41335,201.6,1793128,2845465,44067
"Services workers","High shcool","Female","Total",188.3,813266,953638,49586,191.2,848899,1055558,52326,217.1,934566,950694,64581,215.6,1040145,1184253,72920,216.6,1091857,1094704,76671,210.8,1149154,937754,81385,213.7,1206657,1203337,88273,208.6,1208077,672043,86401,203.7,1321624,1074512,62418
"Services workers","Jonior college","Total","Total",201.3,1077842,3677009,20912,199.9,1093664,2741437,26048,206.8,1139421,2843843,32950,208.0,1223708,3116806,41170,217.4,1348182,3226613,41076,200.0,1323964,2804422,51827,203.0,1465422,3516347,40842,200.2,1528127,2534343,49779,194.3,1693230,3039141,42140
"Services workers","Jonior college","Male","Total",205.9,1202404,4630771,11512,202.6,1207396,3429928,13076,212.7,1257103,3488390,16750,211.8,1376657,4238806,20239,221.0,1525043,4129222,19873,210.2,1494543,3567619,24112,203.5,1641055,4573277,19836,206.3,1725212,3434360,22100,198.4,1891374,3718822,22680
"Services workers","Jonior college","Female","Total",195.6,925292,2508954,9400,197.2,979019,2047427,12972,200.7,1017743,2177414,16200,204.3,1075816,2031902,20931,213.9,1182414,2380621,21203,191.1,1175561,2140442,27715,202.4,1299571,2518287,21006,195.3,1370767,1815734,27679,189.6,1462293,2246972,19460
